Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,Week,Quarter,IsWeekend,CompetitionAge,PromoActive,IsHoliday,IsSchoolHoliday,SalesPerCustomer,StoreOpen,Season,MonthStart,MonthEnd
524,1,2014-04-21,1192,158,1,0,b,1,a,c,40860.0,9.0,2013.0,0,0.0,0.0,No Promo,2014,4,21,17,2,0,1.0,0,1,1,7.544303797468355,1,Spring,0,0
562,1,2014-04-21,19220,3367,1,0,b,1,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,21,17,2,0,2014.0,0,1,1,5.708345708345709,1,Spring,0,0
726,1,2014-04-21,0,0,0,0,b,1,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2014,4,21,17,2,0,12.0,0,1,1,0.0,0,Spring,0,0
733,1,2014-04-21,15047,3276,1,0,b,1,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2014,4,21,17,2,0,15.0,0,1,1,4.593101343101343,1,Spring,0,0
747,1,2014-04-21,0,0,0,0,b,0,c,c,45740.0,8.0,2008.0,0,0.0,0.0,No Promo,2014,4,21,17,2,0,6.0,0,1,0,0.0,0,Spring,0,0
801,1,2014-04-21,0,0,0,0,b,1,d,a,48330.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,21,17,2,0,1.0,0,1,1,0.0,0,Spring,0,0
110,7,2014-04-20,0,0,0,0,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,1.0,0,0,0,0.0,0,Spring,0,0
262,7,2014-04-20,25562,4152,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,1.0,0,0,0,6.15655105973025,1,Spring,0,0
315,7,2014-04-20,0,0,0,0,0,0,a,c,38710.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,1.0,0,0,0,0.0,0,Spring,0,0
462,7,2014-04-20,0,0,0,0,0,0,a,a,44320.0,8.0,2008.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,6.0,0,0,0,0.0,0,Spring,0,0
524,7,2014-04-20,600,86,1,0,0,0,a,c,40860.0,9.0,2013.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,1.0,0,0,0,6.976744186046512,1,Spring,0,0
562,7,2014-04-20,14825,2828,1,0,0,1,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,2014.0,0,0,1,5.242220650636492,1,Spring,0,0
726,7,2014-04-20,0,0,0,0,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,12.0,0,0,0,0.0,0,Spring,0,0
733,7,2014-04-20,14154,3100,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,15.0,0,0,0,4.565806451612903,1,Spring,0,0
747,7,2014-04-20,0,0,0,0,0,0,c,c,45740.0,8.0,2008.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,6.0,0,0,0,0.0,0,Spring,0,0
801,7,2014-04-20,0,0,0,0,0,0,d,a,48330.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,20,16,2,1,1.0,0,0,0,0.0,0,Spring,0,0
122,6,2014-04-19,14249,1659,1,0,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,1.0,0,0,0,8.588908981314045,1,Spring,0,0
251,6,2014-04-19,22664,2841,1,0,0,0,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,2014.0,0,0,0,7.977472720872932,1,Spring,0,0
262,6,2014-04-19,20465,3747,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,1.0,0,0,0,5.461702695489725,1,Spring,0,0
299,6,2014-04-19,14696,1494,1,0,0,0,d,c,38630.0,9.0,2012.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,2.0,0,0,0,9.836680053547523,1,Spring,0,0
383,6,2014-04-19,20418,2639,1,0,0,1,a,c,350.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,2014.0,0,0,1,7.737021599090564,1,Spring,0,0
444,6,2014-04-19,17481,2155,1,0,0,0,c,a,1700.0,11.0,2009.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,5.0,0,0,0,8.111832946635731,1,Spring,0,0
453,6,2014-04-19,15377,1694,1,0,0,0,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,2014.0,0,0,0,9.07733175914994,1,Spring,0,0
467,6,2014-04-19,17638,2142,1,0,0,0,a,c,20390.0,4.0,2008.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,6.0,0,0,0,8.234360410830998,1,Spring,0,0
513,6,2014-04-19,20583,2443,1,0,0,0,a,a,400.0,8.0,2013.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,1.0,0,0,0,8.425296766270979,1,Spring,0,0
524,6,2014-04-19,11338,1290,1,0,0,0,a,c,40860.0,9.0,2013.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,1.0,0,0,0,8.789147286821706,1,Spring,0,0
562,6,2014-04-19,17072,3198,1,0,0,1,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,2014.0,0,0,1,5.33833646028768,1,Spring,0,0
586,6,2014-04-19,20128,3171,1,0,0,0,a,c,250.0,10.0,2008.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,6.0,0,0,0,6.347524440239672,1,Spring,0,0
593,6,2014-04-19,12394,1651,1,0,0,0,a,c,33060.0,3.0,2010.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,4.0,0,0,0,7.506965475469412,1,Spring,0,0
595,6,2014-04-19,18092,2178,1,0,0,0,c,c,1130.0,6.0,2015.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,0.0,0,0,0,8.30670339761249,1,Spring,0,0
726,6,2014-04-19,10832,962,1,0,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,12.0,0,0,0,11.25987525987526,1,Spring,0,0
733,6,2014-04-19,15765,3571,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,15.0,0,0,0,4.414729767572108,1,Spring,0,0
756,6,2014-04-19,20647,3233,1,0,0,0,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2014,4,19,16,2,1,2014.0,0,0,0,6.386328487472936,1,Spring,0,0
769,6,2014-04-19,12408,3492,1,0,0,0,b,b,840.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2014,4,19,16,2,1,2014.0,0,0,0,3.5532646048109964,1,Spring,0,0
817,6,2014-04-19,16861,2489,1,0,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,8.0,0,0,0,6.774206508638008,1,Spring,0,0
827,6,2014-04-19,22485,3157,1,0,0,0,a,c,250.0,1.0,2005.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,9.0,0,0,0,7.122267975926513,1,Spring,0,0
1114,6,2014-04-19,28218,4271,1,0,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,19,16,2,1,2014.0,0,0,0,6.606883633809412,1,Spring,0,0
5,5,2014-04-18,0,0,0,1,b,1,a,a,29910.0,4.0,2015.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,0.0,1,1,1,0.0,0,Spring,0,0
7,5,2014-04-18,0,0,0,1,b,1,a,c,24000.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
53,5,2014-04-18,0,0,0,1,b,1,a,c,30360.0,9.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
110,5,2014-04-18,0,0,0,1,b,1,a,c,46590.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
122,5,2014-04-18,0,0,0,1,b,1,a,c,58260.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
138,5,2014-04-18,0,0,0,1,b,1,a,c,25360.0,10.0,2014.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,0.0,1,1,1,0.0,0,Spring,0,0
150,5,2014-04-18,0,0,0,1,b,1,c,c,31830.0,3.0,2010.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,4.0,1,1,1,0.0,0,Spring,0,0
258,5,2014-04-18,0,0,0,1,b,1,a,a,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,4,18,16,2,0,4.0,1,1,1,0.0,0,Spring,0,0
259,5,2014-04-18,18609,3062,1,1,b,1,b,b,210.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2014.0,1,1,1,6.077400391900719,1,Spring,0,0
262,5,2014-04-18,35909,5063,1,1,b,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,0,7.092435315030614,1,Spring,0,0
299,5,2014-04-18,0,0,0,1,b,1,d,c,38630.0,9.0,2012.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2.0,1,1,1,0.0,0,Spring,0,0
315,5,2014-04-18,0,0,0,1,b,1,a,c,38710.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
318,5,2014-04-18,0,0,0,1,b,1,d,c,32330.0,3.0,2014.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,0.0,1,1,1,0.0,0,Spring,0,0
382,5,2014-04-18,0,0,0,1,b,0,c,c,26130.0,11.0,2002.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,12.0,1,1,0,0.0,0,Spring,0,0
396,5,2014-04-18,0,0,0,1,b,0,a,c,23130.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2014.0,1,1,0,0.0,0,Spring,0,0
423,5,2014-04-18,17267,2626,1,1,b,1,b,a,1270.0,5.0,2014.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,0.0,1,1,1,6.575399847677075,1,Spring,0,0
433,5,2014-04-18,0,0,0,1,b,1,a,c,30030.0,11.0,2010.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,4.0,1,1,1,0.0,0,Spring,0,0
453,5,2014-04-18,0,0,0,1,b,1,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2014.0,1,1,1,0.0,0,Spring,0,0
454,5,2014-04-18,0,0,0,1,b,0,a,a,26450.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2014.0,1,1,0,0.0,0,Spring,0,0
460,5,2014-04-18,0,0,0,1,b,0,a,a,34050.0,4.0,2008.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,6.0,1,1,0,0.0,0,Spring,0,0
462,5,2014-04-18,0,0,0,1,b,0,a,a,44320.0,8.0,2008.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,6.0,1,1,0,0.0,0,Spring,0,0
524,5,2014-04-18,0,0,0,1,b,1,a,c,40860.0,9.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
562,5,2014-04-18,19741,3243,1,1,b,1,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2014.0,1,1,1,6.087264878199198,1,Spring,0,0
593,5,2014-04-18,0,0,0,1,b,1,a,c,33060.0,3.0,2010.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,4.0,1,1,1,0.0,0,Spring,0,0
635,5,2014-04-18,0,0,0,1,b,0,a,a,27530.0,4.0,2014.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,0.0,1,1,0,0.0,0,Spring,0,0
726,5,2014-04-18,0,0,0,1,b,1,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,12.0,1,1,1,0.0,0,Spring,0,0
732,5,2014-04-18,0,0,0,1,b,1,a,c,35280.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2014.0,1,1,1,0.0,0,Spring,0,0
733,5,2014-04-18,18042,3607,1,1,b,1,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,15.0,1,1,1,5.00194067091766,1,Spring,0,0
747,5,2014-04-18,0,0,0,1,b,0,c,c,45740.0,8.0,2008.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,6.0,1,1,0,0.0,0,Spring,0,0
763,5,2014-04-18,0,0,0,1,b,1,d,c,32240.0,3.0,2010.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,4.0,1,1,1,0.0,0,Spring,0,0
764,5,2014-04-18,0,0,0,1,b,1,a,c,26490.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014,4,18,16,2,0,2014.0,1,1,1,0.0,0,Spring,0,0
765,5,2014-04-18,0,0,0,1,b,1,a,c,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,4,18,16,2,0,15.0,1,1,1,0.0,0,Spring,0,0
801,5,2014-04-18,0,0,0,1,b,1,d,a,48330.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
805,5,2014-04-18,0,0,0,1,b,1,d,a,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014,4,18,16,2,0,3.0,1,1,1,0.0,0,Spring,0,0
814,5,2014-04-18,0,0,0,1,b,0,d,c,24530.0,7.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,0,0.0,0,Spring,0,0
841,5,2014-04-18,0,0,0,1,b,1,a,a,27650.0,8.0,2004.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,10.0,1,1,1,0.0,0,Spring,0,0
877,5,2014-04-18,0,0,0,1,b,1,a,c,29190.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2014.0,1,1,1,0.0,0,Spring,0,0
963,5,2014-04-18,0,0,0,1,b,1,a,c,23620.0,11.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
1030,5,2014-04-18,0,0,0,1,b,0,a,a,36410.0,4.0,2008.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,6.0,1,1,0,0.0,0,Spring,0,0
1035,5,2014-04-18,0,0,0,1,b,1,a,a,27150.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,2014.0,1,1,1,0.0,0,Spring,0,0
1045,5,2014-04-18,0,0,0,1,b,1,a,c,26990.0,12.0,2013.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,1.0,1,1,1,0.0,0,Spring,0,0
1046,5,2014-04-18,0,0,0,1,b,0,d,c,29070.0,4.0,2005.0,0,0.0,0.0,No Promo,2014,4,18,16,2,0,9.0,1,1,0,0.0,0,Spring,0,0
251,4,2014-04-17,21337,2814,1,1,0,1,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,2014.0,1,0,1,7.582444918265813,1,Spring,0,0
262,4,2014-04-17,27118,4269,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,1.0,1,0,0,6.352307331927852,1,Spring,0,0
320,4,2014-04-17,19280,2547,1,1,0,1,a,c,210.0,9.0,2012.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,2.0,1,0,1,7.56968983117393,1,Spring,0,0
335,4,2014-04-17,18134,3082,1,1,0,1,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2014,4,17,16,2,0,2014.0,1,0,1,5.883841661258923,1,Spring,0,0
383,4,2014-04-17,21879,2764,1,1,0,1,a,c,350.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,2014.0,1,0,1,7.915701881331404,1,Spring,0,0
453,4,2014-04-17,12246,1366,1,1,0,1,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,2014.0,1,0,1,8.964860907759883,1,Spring,0,0
467,4,2014-04-17,16523,1974,1,1,0,1,a,c,20390.0,4.0,2008.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,6.0,1,0,1,8.370314083080041,1,Spring,0,0
513,4,2014-04-17,23383,2657,1,1,0,1,a,a,400.0,8.0,2013.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,1.0,1,0,1,8.800526910048927,1,Spring,0,0
523,4,2014-04-17,18752,2075,1,1,0,1,c,c,50.0,11.0,2013.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,1.0,1,0,1,9.03710843373494,1,Spring,0,0
544,4,2014-04-17,18515,2496,1,1,0,0,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2014,4,17,16,2,0,13.0,1,0,0,7.417868589743589,1,Spring,0,0
562,4,2014-04-17,21838,3649,1,1,0,1,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,2014.0,1,0,1,5.9846533296793645,1,Spring,0,0
586,4,2014-04-17,17529,2678,1,1,0,1,a,c,250.0,10.0,2008.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,6.0,1,0,1,6.545556385362211,1,Spring,0,0
593,4,2014-04-17,14012,1762,1,1,0,1,a,c,33060.0,3.0,2010.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,4.0,1,0,1,7.952326901248581,1,Spring,0,0
595,4,2014-04-17,19558,2264,1,1,0,1,c,c,1130.0,6.0,2015.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,0.0,1,0,1,8.6386925795053,1,Spring,0,0
698,4,2014-04-17,20538,2463,1,1,0,1,a,a,1790.0,5.0,2011.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,3.0,1,0,1,8.338611449451887,1,Spring,0,0
726,4,2014-04-17,17140,1590,1,1,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,12.0,1,0,0,10.77987421383648,1,Spring,0,0
733,4,2014-04-17,18186,4117,1,1,0,1,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,15.0,1,0,1,4.417294146222978,1,Spring,0,0
756,4,2014-04-17,19111,2701,1,1,0,1,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2014,4,17,16,2,0,2014.0,1,0,1,7.075527582376897,1,Spring,0,0
788,4,2014-04-17,23408,2180,1,1,0,1,a,c,1530.0,3.0,2013.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,1.0,1,0,1,10.737614678899083,1,Spring,0,0
817,4,2014-04-17,28562,3803,1,1,0,1,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,8.0,1,0,1,7.510386536944518,1,Spring,0,0
827,4,2014-04-17,19270,2417,1,1,0,1,a,c,250.0,1.0,2005.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,9.0,1,0,1,7.972693421597021,1,Spring,0,0
1114,4,2014-04-17,27037,3912,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,17,16,2,0,2014.0,1,0,0,6.911298568507157,1,Spring,0,0
122,3,2014-04-16,9221,1093,1,1,0,1,a,c,58260.0,4.0,2013.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,1.0,1,0,1,8.436413540713632,1,Spring,0,0
251,3,2014-04-16,21982,2775,1,1,0,1,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,2014.0,1,0,1,7.921441441441441,1,Spring,0,0
262,3,2014-04-16,22128,3603,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,1.0,1,0,0,6.141548709408826,1,Spring,0,0
320,3,2014-04-16,18341,2391,1,1,0,1,a,c,210.0,9.0,2012.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,2.0,1,0,1,7.670849017147637,1,Spring,0,0
335,3,2014-04-16,18931,3027,1,1,0,1,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2014,4,16,16,2,0,2014.0,1,0,1,6.254046911133135,1,Spring,0,0
336,3,2014-04-16,19008,2463,1,1,0,1,a,a,190.0,7.0,2014.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,0.0,1,0,1,7.71741778319123,1,Spring,0,0
383,3,2014-04-16,20739,2495,1,1,0,1,a,c,350.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,2014.0,1,0,1,8.312224448897796,1,Spring,0,0
453,3,2014-04-16,11832,1312,1,1,0,1,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,2014.0,1,0,1,9.018292682926829,1,Spring,0,0
467,3,2014-04-16,16293,1821,1,1,0,1,a,c,20390.0,4.0,2008.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,6.0,1,0,1,8.947281713344315,1,Spring,0,0
513,3,2014-04-16,21033,2394,1,1,0,1,a,a,400.0,8.0,2013.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,1.0,1,0,1,8.785714285714286,1,Spring,0,0
544,3,2014-04-16,20347,2449,1,1,0,0,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2014,4,16,16,2,0,13.0,1,0,0,8.308289097590853,1,Spring,0,0
562,3,2014-04-16,20335,3313,1,1,0,1,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,2014.0,1,0,1,6.137941442801087,1,Spring,0,0
586,3,2014-04-16,19015,2878,1,1,0,1,a,c,250.0,10.0,2008.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,6.0,1,0,1,6.607018763029882,1,Spring,0,0
595,3,2014-04-16,19811,2131,1,1,0,1,c,c,1130.0,6.0,2015.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,0.0,1,0,1,9.296574378226184,1,Spring,0,0
726,3,2014-04-16,17633,1499,1,1,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,12.0,1,0,0,11.7631754503002,1,Spring,0,0
733,3,2014-04-16,15846,3633,1,1,0,1,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,15.0,1,0,1,4.36168455821635,1,Spring,0,0
756,3,2014-04-16,19832,2751,1,1,0,1,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2014,4,16,16,2,0,2014.0,1,0,1,7.209014903671393,1,Spring,0,0
788,3,2014-04-16,22581,2066,1,1,0,1,a,c,1530.0,3.0,2013.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,1.0,1,0,1,10.929816069699903,1,Spring,0,0
817,3,2014-04-16,29944,3876,1,1,0,1,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,8.0,1,0,1,7.725490196078431,1,Spring,0,0
827,3,2014-04-16,19313,2375,1,1,0,1,a,c,250.0,1.0,2005.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,9.0,1,0,1,8.131789473684211,1,Spring,0,0
1114,3,2014-04-16,25833,3764,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,16,16,2,0,2014.0,1,0,0,6.863177470775771,1,Spring,0,0
251,2,2014-04-15,24402,2820,1,1,0,1,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,2014.0,1,0,1,8.653191489361703,1,Spring,0,0
262,2,2014-04-15,22526,3580,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,1.0,1,0,0,6.292178770949721,1,Spring,0,0
320,2,2014-04-15,21247,2677,1,1,0,0,a,c,210.0,9.0,2012.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,2.0,1,0,0,7.936869630183041,1,Spring,0,0
335,2,2014-04-15,20965,3202,1,1,0,1,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2014,4,15,16,2,0,2014.0,1,0,1,6.547470331043098,1,Spring,0,0
336,2,2014-04-15,20254,2508,1,1,0,1,a,a,190.0,7.0,2014.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,0.0,1,0,1,8.075757575757576,1,Spring,0,0
383,2,2014-04-15,21475,2416,1,1,0,1,a,c,350.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,2014.0,1,0,1,8.88865894039735,1,Spring,0,0
453,2,2014-04-15,11860,1205,1,1,0,0,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,2014.0,1,0,0,9.842323651452284,1,Spring,0,0
467,2,2014-04-15,18785,1998,1,1,0,1,a,c,20390.0,4.0,2008.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,6.0,1,0,1,9.4019019019019,1,Spring,0,0
470,2,2014-04-15,18560,2110,1,1,0,1,a,c,50.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,2014.0,1,0,1,8.796208530805687,1,Spring,0,0
513,2,2014-04-15,22949,2450,1,1,0,1,a,a,400.0,8.0,2013.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,1.0,1,0,1,9.366938775510205,1,Spring,0,0
544,2,2014-04-15,20851,2464,1,1,0,0,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2014,4,15,16,2,0,13.0,1,0,0,8.462256493506494,1,Spring,0,0
560,2,2014-04-15,18830,2103,1,1,0,1,c,c,1910.0,7.0,2013.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,1.0,1,0,1,8.953875416072277,1,Spring,0,0
562,2,2014-04-15,20904,3364,1,1,0,1,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,2014.0,1,0,1,6.214030915576695,1,Spring,0,0
586,2,2014-04-15,18336,2544,1,1,0,1,a,c,250.0,10.0,2008.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,6.0,1,0,1,7.20754716981132,1,Spring,0,0
595,2,2014-04-15,20716,2220,1,1,0,1,c,c,1130.0,6.0,2015.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,0.0,1,0,1,9.331531531531532,1,Spring,0,0
698,2,2014-04-15,19035,2204,1,1,0,1,a,a,1790.0,5.0,2011.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,3.0,1,0,1,8.636569872958258,1,Spring,0,0
726,2,2014-04-15,19739,1563,1,1,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,12.0,1,0,0,12.62891874600128,1,Spring,0,0
733,2,2014-04-15,16336,3544,1,1,0,1,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2014,4,15,16,2,0,15.0,1,0,1,4.609480812641084,1,Spring,0,0
